object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of 180,Probability of Label 2,Object Center_0,Object Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Object Area,Variance of Defect Area,Mean Defect Displacement,Number of Defects,Convex Hull Center_0,Convex Hull Center_1,Mean Defect Area,Convex Hull Area,Convexity,Skewness of Defect Area,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Size in pixels,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Total Intensity_0,Total Intensity_1,Total Intensity_2,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Radii of the object_0,Radii of the object_1,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Length of the Skeleton,Number of Branches,Diameter,Euclidean Diameter,Average Branch Length,Number of Holes,Center of the Skeleton_0,Center of the Skeleton_1
10,0,11,0,180,1.0,0.0,1.2888889,218.22223,3.28,221.8,0.0,45.0,0.0,4.0945106,1.0,2.0,219.5,25.0,70.0,0.64285713,0.0,10924742.0,977893.94,779025.25,5.0,227.0,-0.13160829,-0.9913018,0.9913018,-0.13160829,0.59551424,-0.23199423,0.11777376,45.0,28884.0,10148.0,12295.0,20174.2,7937.089,10082.022,-0.9954945,0.047957294,-0.08179714,0.08448294,0.84028065,-0.5355287,0.043050043,-0.54002637,-0.84054637,14931.0,5370.0,8229.0,10924742.0,-857173.3,-452938.66,-857173.3,977893.94,-120136.67,-452938.66,-120136.67,779025.25,907839.0,357169.0,453691.0,1.2888889,218.22223,0.0,213.0,-0.0029876756,-0.28537056,-0.1905022,3.8543391,1.0382184,15955861.0,3452531.0,958012.6,-1.2833997,1.2931201,0.6048803,38708.0,10927.0,14101.0,30329.219,4045.799,8885.308,16303.0,1593.0,6209.0,15955861.0,-4526244.0,-1592382.8,-4526244.0,3452531.0,993092.6,-1592382.8,993092.6,958012.6,59505930.0,7937858.0,17432974.0,1.6255902,1.1245242,0.8698828,1.4142135,1.0,1.4142135,1.4142135,1.4142135,0.0,0.0,224.0
11,0,12,0,180,1.0,0.0,64.86539,223.76282,59.403847,220.71153,0.0,156.0,456.33334,7.7699265,3.0,63.5,223.0,17.333334,208.0,0.75,1.7320508,13150461.0,5010407.0,794418.44,72.0,230.0,0.85038394,-0.5261627,-0.5261627,-0.85038394,0.669568,0.1627407,0.40058967,156.0,30757.0,19089.0,13361.0,19052.71,13639.859,10816.058,-0.8809142,-0.46822143,0.06898438,0.46800157,-0.883494,-0.020317884,0.07046056,0.014386485,0.99741083,13786.0,8585.0,8804.0,13150461.0,-6027095.0,-982774.1,-6027095.0,5010407.0,504331.0,-982774.1,504331.0,794418.44,2972223.0,2127818.0,1687305.0,64.86539,223.76282,56.0,217.0,-0.06605233,-0.36850652,0.23053855,4.0746136,3.282052,30358188.0,7061584.5,1042838.9,-1.0753955,1.3197764,0.5431461,42771.0,15786.0,14450.0,31452.371,5049.4727,9252.755,14577.0,1549.0,6314.0,30358188.0,-9269580.0,-2542008.8,-9269580.0,7061584.5,1405486.2,-2542008.8,1405486.2,1042838.9,131722530.0,21147192.0,38750536.0,0.41776893,1.2566442,0.6339796,54.526913,10.0,19.31371,17.20465,5.452691,0.0,64.0,224.0
12,0,13,0,180,1.0,0.0,39.834534,227.10791,42.869823,229.64497,0.0,139.0,3941.3333,6.9722075,3.0,41.5,228.5,56.333332,308.0,0.4512987,1.3525757,13563604.0,1483508.0,919164.9,53.0,236.0,0.9046526,-0.4261498,-0.4261498,-0.9046526,0.62569755,-0.39146438,0.24360803,139.0,30548.0,10155.0,13096.0,21228.08,7868.3164,10161.46,-0.9823731,-0.17415774,-0.06791256,0.17993525,-0.78254086,-0.5960311,0.050659087,-0.5977448,0.80008423,15344.0,4340.0,7886.0,13563604.0,-2272527.8,-596999.0,-2272527.8,1483508.0,426409.75,-596999.0,426409.75,919164.9,2950703.0,1093696.0,1412443.0,39.834534,227.10791,31.0,222.0,-0.52278095,-0.4043207,0.37161314,6.500978,2.1391485,33523114.0,9388903.0,1128249.0,-1.0010232,1.475331,0.54496837,42771.0,19089.0,14101.0,30855.64,5259.3584,9234.314,13786.0,1593.0,6092.0,33523114.0,-12357557.0,-2838857.0,-12357557.0,9388903.0,1917611.4,-2838857.0,1917611.4,1128249.0,136937330.0,23341032.0,40981890.0,0.27970067,1.869652,0.47564304,26.727922,2.0,26.727922,22.847319,13.363961,0.0,39.0,226.0
13,0,14,0,180,1.0,0.0,54.61917,253.87047,51.877472,248.21614,1.4462266,386.0,193653.67,13.197449,4.0,52.5,249.5,328.5,1700.0,0.22705883,1.4027721,12228811.0,5998980.5,929853.44,78.0,267.0,0.8578689,-0.5138686,-0.5138686,-0.8578689,0.7005089,0.78433657,0.38299206,386.0,30904.0,15786.0,13591.0,20563.748,9350.3545,10096.072,-0.8870096,0.46129426,-0.020532152,0.4550666,0.88084304,0.13049865,0.078283876,0.10641005,-0.99123585,14806.0,5131.0,7649.0,12228811.0,-4294683.0,-801897.7,-4294683.0,5998980.5,771887.25,-801897.7,771887.25,929853.44,7937607.0,3609237.0,3897084.0,54.61917,253.87047,28.0,233.0,-0.24882157,-0.22529174,0.5049752,16.970564,4.7894893,17835898.0,6446614.0,933984.06,-1.2386266,2.2481873,0.6061225,41728.0,19089.0,14450.0,31072.432,4123.9424,8978.245,13786.0,1441.0,6092.0,17835898.0,-5589018.5,-1316341.2,-5589018.5,6446614.0,1289458.4,-1316341.2,1289458.4,933984.06,210546800.0,27943834.0,60836590.0,2.7059834,5.5644464,0.9348231,66.52691,2.0,66.52691,50.119858,33.263454,0.0,57.0,259.0
14,0,15,0,180,1.0,0.0,84.242424,245.54546,83.111115,245.4762,0.0,33.0,349.0,3.3511355,3.0,83.5,245.5,21.0,96.0,0.34375,0.70400304,5502284.5,592235.6,1730957.4,88.0,252.0,-0.36248094,-0.93199116,0.93199116,-0.36248094,1.3461467,0.4068645,0.6432011,33.0,28181.0,10445.0,14450.0,21505.908,8752.242,10728.728,-0.9260824,0.36174622,-0.10728997,0.12672816,0.030368427,-0.9914725,0.3554032,0.9317818,0.0739671,18671.0,7232.0,8406.0,5502284.5,-667768.9,-1694262.8,-667768.9,592235.6,275215.88,-1694262.8,275215.88,1730957.4,709695.0,288824.0,354048.0,84.242424,245.54546,80.0,240.0,1.3279023,-0.1665073,0.2643806,3.7188494,1.1528313,26512540.0,10618173.0,1075370.4,-1.001656,1.7499884,0.6281139,41728.0,19089.0,13591.0,30395.176,4790.868,9122.591,13786.0,1441.0,6389.0,26512540.0,-10775736.0,-2405477.5,-10775736.0,10618173.0,1990787.8,-2405477.5,1990787.8,1075370.4,111033576.0,17501042.0,33324826.0,0.9678602,2.4090128,0.6732156,14.485281,2.0,14.485281,12.083046,7.2426405,0.0,85.0,247.0
15,0,16,0,180,1.0,0.0,496.70395,267.51315,495.26205,268.51035,0.0,152.0,1969.3334,7.052354,3.0,496.0,268.0,48.333332,297.0,0.5117845,-0.6607666,9896570.0,2500352.2,1842918.4,510.0,274.0,0.9652721,0.26124647,0.26124647,-0.9652721,0.49789053,-0.463217,1.5153612,152.0,31428.0,11904.0,16462.0,22097.172,8663.375,10824.664,-0.9692276,-0.124152094,0.21256557,0.22880542,-0.7728822,0.5918624,0.09080721,0.62228554,0.77750546,17223.0,4351.0,8318.0,9896570.0,-1909092.2,-897443.94,-1909092.2,2500352.2,-393075.25,-897443.94,-393075.25,1842918.4,3358770.0,1316833.0,1645349.0,496.70395,267.51315,483.0,263.0,-0.4865756,-0.3041825,3.5538974,7.72702,1.6901659,23475914.0,8304414.5,1325266.2,-0.33159158,1.3766005,0.6984826,44855.0,18724.0,14551.0,31442.922,4993.508,9309.347,15356.0,1520.0,6272.0,23475914.0,-5951205.0,-1667019.6,-5951205.0,8304414.5,2124920.2,-1667019.6,2124920.2,1325266.2,101497750.0,16119044.0,30050572.0,0.596917,1.4630766,0.7367731,29.727922,2.0,29.727922,26.925823,14.863961,0.0,496.0,267.0
16,0,17,0,180,1.0,0.0,29.702703,275.5946,28.5625,272.25,3.8140495,74.0,22.0,6.617603,4.0,29.5,275.0,4.0,90.0,0.82222223,1.9381883,10116076.0,1432934.4,1006403.4,33.0,283.0,-0.09553071,-0.9954265,0.9954265,-0.09553071,0.5117041,-0.24175636,-0.11163226,74.0,26997.0,10662.0,11944.0,20282.986,8132.027,9868.338,-0.954143,0.20372012,-0.21933816,0.2724577,0.28746638,-0.91822106,0.124007754,0.9358746,0.32978916,15545.0,5297.0,7345.0,10116076.0,-2688922.8,-1185531.2,-2688922.8,1432934.4,414109.8,-1185531.2,414109.8,1006403.4,1500941.0,601770.0,730257.0,29.702703,275.5946,27.0,268.0,-0.8219107,-0.66233313,-0.3835958,3.7916899,1.5657042,9651327.0,2294400.0,722361.75,-2.0614688,2.2647207,0.31394947,38395.0,10916.0,12730.0,30359.717,3270.7104,8783.244,14806.0,1383.0,6092.0,9651327.0,-2520189.5,-568699.4,-2520189.5,2294400.0,447844.97,-568699.4,447844.97,722361.75,113423900.0,12219374.0,32814200.0,6.8268485,4.949169,0.2514361,30.142136,7.0,15.2426405,14.3178215,4.3060193,0.0,30.0,275.0
17,0,18,0,180,1.0,0.0,466.34348,293.64267,471.98795,292.6506,0.9894642,361.0,19392.666,13.800088,4.0,470.0,293.0,166.0,1025.0,0.3521951,1.161086,12805769.0,7335654.5,1247175.5,483.0,314.0,0.16954833,-0.98552185,0.98552185,0.16954833,0.587,-0.16871075,0.4139196,361.0,32423.0,18724.0,15393.0,20053.908,13144.887,11209.576,-0.844977,0.53062165,-0.0667417,0.52702373,0.8473847,0.06469295,0.09088338,0.019489603,-0.9956708,14147.0,6378.0,8641.0,12805769.0,-5573014.0,-1145429.5,-5573014.0,7335654.5,777434.75,-1145429.5,777434.75,1247175.5,7239461.0,4745304.0,4046657.0,466.34348,293.64267,458.0,273.0,-0.21287422,-0.7992214,0.42136258,10.169202,4.81006,25228792.0,6847539.5,1281542.6,-0.588479,1.3642826,0.82571733,44855.0,15351.0,16462.0,31480.979,4737.0195,9240.932,14508.0,1520.0,6272.0,25228792.0,-5667718.0,-1744529.1,-5667718.0,6847539.5,1790724.4,-1744529.1,1790724.4,1281542.6,188350690.0,28341588.0,55288492.0,0.8069102,1.0641882,1.676494,70.52691,4.0,46.213203,40.112343,17.631727,0.0,465.0,292.0
18,0,19,0,180,1.0,0.0,441.2798,287.95856,439.00403,289.8105,1.2372239,193.0,4563.3335,8.197434,4.0,440.0,289.0,62.0,441.0,0.4376417,1.2425699,8947254.0,4230061.0,1105160.9,451.0,300.0,0.602467,-0.7981438,0.7981438,0.602467,0.7215908,-0.3987261,0.25337255,193.0,29810.0,15351.0,13683.0,20093.59,10343.072,10532.026,-0.8867729,0.46125206,-0.029671492,0.44351333,0.8672272,0.22630274,0.13011454,0.18751943,-0.973605,14508.0,4639.0,7923.0,8947254.0,-3069196.2,-959474.1,-3069196.2,4230061.0,873892.8,-959474.1,873892.8,1105160.9,3878063.0,1996213.0,2032681.0,441.2798,287.95856,430.0,279.0,0.33022046,-0.2245317,0.010144123,6.754803,3.2499323,25772818.0,11455124.0,1392370.5,-0.95969236,1.833542,0.8053912,44855.0,18724.0,15393.0,31052.58,4840.1724,9148.323,13585.0,1571.0,5800.0,25772818.0,-10265741.0,-2438654.0,-10265741.0,11455124.0,2773770.2,-2438654.0,2773770.2,1392370.5,145077650.0,22613284.0,42740970.0,1.8638467,2.6516683,1.0185575,32.213203,2.0,32.213203,18.35756,16.106602,0.0,443.0,286.0
19,0,20,0,180,1.0,0.0,497.98166,287.94495,498.90942,289.83334,-0.74765867,218.0,2500.6667,9.406986,4.0,498.5,289.0,69.0,494.0,0.44129553,-0.8940743,15307291.0,1727246.0,1083630.0,512.0,299.0,0.9023405,0.43102404,0.43102404,-0.9023405,0.5019517,-0.20837726,0.38035583,218.0,35013.0,14043.0,14268.0,23765.432,10229.743,10828.216,-0.9901368,0.12923802,0.05409878,0.14009252,0.9083155,0.3941282,0.0017975897,0.39781967,-0.9174619,16440.0,6927.0,8293.0,15307291.0,-1960298.2,1597.4758,-1960298.2,1727246.0,197359.56,1597.4758,197359.56,1083630.0,5180864.0,2230084.0,2360551.0,497.98166,287.94495,486.0,280.0,-0.3580651,0.28201967,0.24074005,6.953848,3.025623,41858460.0,11009235.0,1611494.4,-0.65744597,1.2871103,0.77754176,44855.0,18724.0,16462.0,31130.006,6271.3545,9685.3545,14147.0,1737.0,6272.0,41858460.0,-14702366.0,-4250507.0,-14702366.0,11009235.0,2537788.0,-4250507.0,2537788.0,1611494.4,102604500.0,20670384.0,31922928.0,-0.37226993,1.3087136,1.2056763,62.769554,13.0,28.727922,25.96151,4.8284273,0.0,498.0,289.0
20,0,21,180,180,1.0,0.0,309.36035,293.85587,311.99454,296.49725,3.6366165,111.0,4548.25,5.954964,4.0,311.0,295.5,45.75,294.0,0.37755102,1.8941872,6482094.0,1617902.6,4339660.0,322.0,303.0,0.93854064,-0.34516877,-0.34516877,-0.93854064,0.843286,-0.31824303,1.484414,111.0,25465.0,11149.0,19898.0,18718.559,8426.207,11691.874,-0.8429353,0.45485815,-0.28733978,0.26210964,-0.11922004,-0.9576456,0.46984956,0.8825478,0.018727917,15109.0,5022.0,8296.0,6482094.0,-1648002.8,-1865798.4,-1648002.8,1617902.6,622964.94,-1865798.4,622964.94,4339660.0,2077760.0,935309.0,1297798.0,309.36035,293.85587,301.0,289.0,-0.21992676,-0.30672613,2.919176,6.7824826,2.604655,2870870.2,875975.4,903984.1,-1.3943995,3.0942035,1.7958349,36652.0,9913.0,21077.0,29937.072,2979.187,8768.132,16718.0,1437.0,6184.0,2870870.2,-314385.3,-337585.2,-314385.3,875975.4,342062.25,-337585.2,342062.25,903984.1,133190030.0,13254403.0,39009416.0,8.940781,12.916937,13.82166,28.31371,2.0,28.31371,18.788294,14.156855,0.0,308.0,291.0
21,0,22,180,180,1.0,0.0,393.84885,297.72092,397.04544,296.63635,2.123077,86.0,21.666666,6.3041177,4.0,394.5,297.5,5.5,108.0,0.7962963,1.1898524,8691669.0,905316.06,1135799.9,404.0,301.0,0.99975127,0.02230161,0.02230161,-0.99975127,0.54258096,-0.0753788,0.6876573,86.0,27864.0,10113.0,13031.0,20420.162,7525.4067,9918.012,-0.98846555,-0.040613163,0.14589877,0.15037414,-0.37761182,0.9136722,-0.01798598,-0.9250729,-0.37936342,16203.0,5511.0,8221.0,8691669.0,-1216433.5,168382.5,-1216433.5,905316.06,180596.89,168382.5,180596.89,1135799.9,1756134.0,647185.0,852949.0,393.84885,297.72092,386.0,295.0,-0.5239133,-0.55801904,0.19805488,4.882286,1.5034047,9860557.0,3108673.0,797046.5,-2.0496218,3.3636854,0.52924204,37329.0,15345.0,12941.0,30335.602,3451.4426,8746.968,13585.0,1464.0,5800.0,9860557.0,-3094683.0,-820684.2,-3094683.0,3108673.0,703126.3,-820684.2,703126.3,797046.5,120705360.0,13733290.0,34804184.0,7.377434,13.385536,1.0858966,39.79899,11.0,19.071068,17.029387,3.61809,0.0,394.0,297.0
22,0,23,180,180,1.0,0.0,412.63358,305.43512,412.02704,305.72974,2.1726007,131.0,10.916667,6.620482,4.0,412.5,305.5,9.25,168.0,0.7797619,1.5595075,17277768.0,4844038.5,941504.75,419.0,313.0,0.29647437,-0.9550408,0.9550408,0.29647437,1.1240594,0.20300667,-0.16828151,131.0,33347.0,15345.0,12941.0,19224.816,10728.466,10596.206,-0.92519957,0.35680875,-0.12920226,0.36851385,0.926044,-0.08148678,0.09057178,-0.12300436,-0.9882645,13585.0,6165.0,7984.0,17277768.0,-5913037.5,-1672067.0,-5913037.5,4844038.5,436209.97,-1672067.0,436209.97,941504.75,2518451.0,1405429.0,1388103.0,412.63358,305.43512,407.0,299.0,1.0514953,-0.93146366,-0.2619252,3.688237,3.0172606,12220271.0,3444772.8,795332.25,-1.8330816,2.4415214,0.44353253,40324.0,14851.0,13137.0,30572.19,3699.3374,8820.365,14508.0,1565.0,5465.0,12220271.0,-3829430.2,-959750.25,-3829430.2,3444772.8,730984.9,-959750.25,730984.9,795332.25,123847940.0,14986016.0,35731300.0,4.524222,6.518318,0.9564706,57.35534,12.0,17.727922,12.0415945,4.7796116,0.0,412.0,306.0
23,0,24,0,180,1.0,0.0,490.07843,303.98038,491.97916,304.02084,0.0,51.0,98.0,4.0115366,2.0,491.0,304.0,24.0,99.0,0.5151515,0.0,7014122.0,436373.34,2480822.2,497.0,309.0,0.79973656,-0.6003511,-0.6003511,-0.79973656,0.82346207,0.556818,0.4830359,51.0,30612.0,8163.0,15064.0,22176.176,6379.7256,11373.902,-0.9171669,0.37587252,-0.13238107,0.08610609,-0.13742685,-0.98676217,0.38908952,0.9164244,-0.093678445,16834.0,5336.0,8625.0,7014122.0,-668539.8,-2364465.0,-668539.8,436373.34,115647.055,-2364465.0,115647.055,2480822.2,1130985.0,325366.0,580069.0,490.07843,303.98038,486.0,300.0,1.2712626,-0.33166412,-0.69011974,3.2517776,1.2939506,42587390.0,12160208.0,1476196.4,-0.6193636,1.1407237,0.5878882,44855.0,18724.0,14991.0,31183.248,6278.931,9625.401,14147.0,1664.0,6643.0,42587390.0,-15405217.0,-3786995.8,-15405217.0,12160208.0,2711124.5,-3786995.8,2711124.5,1476196.4,97322920.0,19596544.0,30040880.0,-0.3372069,0.7411495,0.44756365,28.79899,9.0,13.313708,12.806249,3.1998878,0.0,491.0,304.0
24,0,25,0,180,1.0,0.0,503.58,317.63,506.73172,317.34146,-3.3291354,100.0,231.0,6.554477,4.0,505.0,317.5,20.5,182.0,0.5494506,-0.22786206,10223331.0,1573327.8,1366751.0,512.0,325.0,-0.34221566,-0.93962145,0.93962145,-0.34221566,1.2287195,0.09636458,0.47803125,100.0,32895.0,11669.0,13963.0,20664.8,8938.96,10263.78,-0.97824556,0.10195257,-0.18066911,0.19758192,0.19247931,-0.961204,0.06322215,0.9759905,0.20843601,16476.0,6304.0,7983.0,10223331.0,-1819499.2,-569598.6,-1819499.2,1573327.8,143159.72,-569598.6,143159.72,1366751.0,2066480.0,893896.0,1026378.0,503.58,317.63,499.0,311.0,1.6115592,-0.66872036,0.18399292,3.2182848,2.7855597,22496368.0,6187363.5,1415592.9,-0.38157305,1.2997751,0.83610916,44855.0,14043.0,15064.0,31394.43,4673.1387,9328.114,14761.0,1624.0,6041.0,22496368.0,-4899486.0,-1924426.8,-4899486.0,6187363.5,1804801.4,-1924426.8,1804801.4,1415592.9,77387270.0,11519287.0,22993800.0,0.5065001,0.88511765,1.395955,47.79899,12.0,15.071068,12.165525,3.9832492,0.0,504.0,318.0
25,0,26,0,180,1.0,0.0,454.64,389.6,454.3793,390.34482,0.0,25.0,65.333336,2.937126,3.0,454.5,390.0,9.666667,54.0,0.46296296,-0.72210866,1769854.5,1285150.9,7616223.5,458.0,395.0,0.5457539,-0.8379455,0.8379455,0.5457539,-0.563822,0.2812938,1.0274136,25.0,22553.0,10017.0,18649.0,20683.36,7750.52,12744.2,0.0884292,0.88930154,0.44869038,0.20337628,-0.45708546,0.8658585,0.97509915,0.01468581,-0.22128253,17556.0,5434.0,9046.0,1769854.5,-378042.5,641344.75,-378042.5,1285150.9,1429050.9,641344.75,1429050.9,7616223.5,517084.0,193763.0,318605.0,454.64,389.6,452.0,386.0,-0.48869,-0.51085454,-0.27039605,2.6065419,0.7977088,18908328.0,7178701.5,1308354.2,-1.2672915,1.8303711,1.0205055,39355.0,16996.0,16094.0,30381.037,4499.1055,9167.447,14012.0,1687.0,6264.0,18908328.0,-7940041.5,-2459778.5,-7940041.5,7178701.5,1879142.6,-2459778.5,1879142.6,1308354.2,103386664.0,15310456.0,31196822.0,1.613323,2.9866552,2.2905436,10.2426405,3.0,9.2426405,8.5440035,3.4142137,0.0,455.0,390.0
26,0,27,180,180,1.0,0.0,421.1069,398.6478,423.602,395.6965,0.0,159.0,5799.0,7.2524343,3.0,422.5,397.0,67.0,360.0,0.44166666,1.2351545,11328138.0,1275623.2,1649439.4,435.0,405.0,0.9072588,0.4205727,0.4205727,-0.9072588,0.5138803,0.028126469,1.0896766,159.0,30154.0,11347.0,15757.0,21420.465,8050.4277,10198.22,-0.9786573,0.006471174,0.20539722,0.1954318,0.33831406,0.9205162,0.06353194,-0.941011,0.33235818,15469.0,5460.0,7752.0,11328138.0,-2111856.8,-693160.44,-2111856.8,1275623.2,-172991.92,-693160.44,-172991.92,1649439.4,3405854.0,1280018.0,1621517.0,421.1069,398.6478,411.0,390.0,-0.78286105,-0.04616844,2.7388666,7.288502,2.299876,14461707.0,6963941.0,1286948.5,-1.2689782,1.9975592,1.433456,40713.0,16996.0,18649.0,30219.383,4234.964,9005.886,14012.0,1609.0,5899.0,14461707.0,-6107077.5,-1842254.4,-6107077.5,6963941.0,1749022.1,-1842254.4,1749022.1,1286948.5,138978940.0,19476598.0,41418068.0,2.8057468,3.479869,5.9530506,29.556349,2.0,29.556349,25.495098,14.778174,0.0,420.0,400.0
27,0,28,0,180,1.0,0.0,473.89774,394.39774,472.625,394.725,-3.75782,88.0,104.666664,5.5758514,4.0,473.5,394.5,10.0,128.0,0.6875,0.38101983,8205354.5,1065946.8,1854849.8,482.0,399.0,0.9674915,0.25290346,0.25290346,-0.9674915,0.47900236,0.16233705,0.07901851,88.0,27745.0,10929.0,13864.0,21156.75,7769.9546,11088.853,-0.9627819,0.23473224,-0.13398422,0.20782256,0.32599446,-0.92224586,0.17280272,0.91576654,0.36264423,16545.0,5525.0,8341.0,8205354.5,-1536819.9,-1092388.4,-1536819.9,1065946.8,658530.25,-1092388.4,658530.25,1854849.8,1861794.0,683756.0,975819.0,473.89774,394.39774,466.0,391.0,-0.7377737,0.10403609,-0.7899725,4.31123,1.6359903,14181921.0,5790247.0,1225599.8,-1.7738688,2.3768246,1.5791689,39131.0,16996.0,18649.0,30824.822,4112.8447,9032.451,14012.0,1739.0,6305.0,14181921.0,-6354352.0,-1859584.8,-6354352.0,5790247.0,1567228.4,-1859584.8,1567228.4,1225599.8,120340110.0,16056546.0,35262692.0,3.7019017,5.746839,7.256337,48.698486,13.0,17.485281,15.0,3.7460372,0.0,473.0,395.0
28,0,29,180,180,1.0,0.0,452.1383,412.45212,449.19232,412.67307,-5.638608,188.0,109.333336,9.132009,4.0,451.5,412.5,13.0,240.0,0.78333336,0.0,6085342.5,3108028.8,1505513.5,458.0,423.0,-0.05254034,-0.9986188,0.9986188,-0.05254034,-0.08068244,0.29424927,0.60308534,188.0,26598.0,16996.0,14915.0,19921.623,12154.474,11136.426,-0.8506467,0.36802375,-0.37544477,0.51808745,0.4654148,-0.7176172,0.08936266,0.8049519,0.586572,14012.0,7287.0,8169.0,6085342.5,-2858324.2,-423091.7,-2858324.2,3108028.8,403222.4,-423091.7,403222.4,1505513.5,3745265.0,2285041.0,2093648.0,452.1383,412.45212,446.0,403.0,-0.45104468,-0.33809572,0.6347439,4.8715734,3.1734557,20541478.0,5448254.0,1178519.9,-1.339122,1.2378584,1.3197762,40713.0,13644.0,18649.0,30907.436,4852.3604,9143.091,15504.0,1739.0,6167.0,20541478.0,-7052849.0,-2179493.5,-7052849.0,5448254.0,1288543.2,-2179493.5,1288543.2,1178519.9,132685620.0,20831182.0,39251290.0,1.4366652,0.81574064,5.9333873,63.526913,12.0,21.31371,17.029387,5.2939095,0.0,452.0,412.0
29,0,30,0,180,1.0,0.0,499.66,421.66,499.32608,421.32608,0.0,150.0,1549.0,6.1332374,3.0,499.5,421.5,46.0,288.0,0.5208333,-1.5810837,13412849.0,970121.0,816038.7,512.0,428.0,0.9602286,-0.27921504,-0.27921504,-0.9602286,0.5215203,-0.12418879,0.43304053,150.0,31730.0,9914.0,12494.0,22103.166,7521.34,9821.56,-0.9828523,0.05205894,-0.1768934,0.17069623,-0.10597631,-0.979608,0.069743864,0.993005,-0.095272794,16732.0,5369.0,7822.0,13412849.0,-2229407.2,-901585.8,-2229407.2,970121.0,139960.75,-901585.8,139960.75,816038.7,3315475.0,1128201.0,1473234.0,499.66,421.66,488.0,416.0,-0.81113654,-0.65656203,-0.0756331,7.0460086,1.7858417,5093184.0,1063004.6,635330.0,-1.2680501,1.9206617,0.28776625,38413.0,9578.0,13463.0,31624.695,3404.65,8821.798,17880.0,1664.0,5965.0,5093184.0,-159657.0,-139842.78,-159657.0,1063004.6,159229.89,-139842.78,159229.89,635330.0,93292850.0,10043717.0,26024304.0,5.687284,4.738073,0.60987717,28.727922,2.0,28.727922,24.166092,14.363961,0.0,501.0,421.0
30,0,31,0,180,1.0,0.0,438.20126,429.86163,438.66904,429.29538,-5.4483957,159.0,6515.5835,6.8788047,4.0,438.5,429.5,70.25,440.0,0.36136365,0.09598809,8252219.0,2247208.5,904758.94,449.0,441.0,0.5945759,-0.8040395,0.8040395,0.5945759,0.79022044,-0.56579757,0.06770006,159.0,30010.0,13644.0,12741.0,20705.0,10688.503,10438.534,-0.95215464,0.26981792,-0.14352633,0.28176686,0.95690054,-0.070347555,0.11835939,-0.10742271,-0.98714304,16281.0,6067.0,8099.0,8252219.0,-1961153.9,-946671.0,-1961153.9,2247208.5,180583.45,-946671.0,180583.45,904758.94,3292095.0,1699472.0,1659727.0,438.20126,429.86163,429.0,419.0,0.14675874,0.28912097,-0.50451744,7.115792,1.9613106,17132390.0,6489136.5,1075877.0,-1.3438417,1.8035195,0.8926938,40713.0,16996.0,14915.0,30492.844,4462.3345,8956.209,14012.0,1609.0,5899.0,17132390.0,-6401369.5,-1685617.4,-6401369.5,6489136.5,1526415.2,-1685617.4,1526415.2,1075877.0,140419550.0,20549050.0,41243344.0,2.3501625,2.9816895,1.994354,30.384777,2.0,30.384777,26.907248,15.192389,0.0,439.0,429.0
